Rank,Year,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Platform,Genre,Publisher
2911,2001.0,0.52,0.16,0.0,0.02,0.7,29,0,0
2912,2007.0,0.65,0.0,0.0,0.05,0.7,28,10,10
2913,2003.0,0.34,0.27,0.0,0.09,0.7,16,8,8
2914,2011.0,0.54,0.1,0.0,0.06,0.7,4,9,9
2915,2004.0,0.54,0.14,0.0,0.02,0.7,7,10,10
2916,2001.0,0.5,0.19,0.0,0.01,0.7,6,0,0
2917,2001.0,0.34,0.27,0.0,0.09,0.7,16,6,6
2918,1997.0,0.39,0.27,0.0,0.05,0.7,15,10,10
2919,2005.0,0.48,0.19,0.0,0.03,0.7,29,7,7
2920,2009.0,0.28,0.3,0.0,0.12,0.7,17,8,8
2921,2010.0,0.39,0.25,0.0,0.06,0.7,4,9,9
2922,2014.0,0.39,0.25,0.0,0.06,0.7,27,0,0
2923,2010.0,0.19,0.36,0.01,0.13,0.7,17,0,0
2924,1998.0,0.04,0.03,0.58,0.05,0.7,15,7,7
2925,2001.0,0.5,0.19,0.0,0.01,0.7,6,11,11
2926,2009.0,0.38,0.25,0.0,0.07,0.7,4,1,1
2927,2009.0,0.43,0.2,0.0,0.06,0.7,4,9,9
2928,2005.0,0.52,0.01,0.12,0.05,0.7,19,4,4
2929,2000.0,0.34,0.27,0.0,0.09,0.7,16,6,6
2930,2009.0,0.34,0.26,0.0,0.1,0.7,17,9,9
2931,2012.0,0.13,0.4,0.0,0.16,0.7,17,0,0
2932,2000.0,0.39,0.26,0.0,0.05,0.7,15,10,10
2933,2004.0,0.34,0.27,0.0,0.09,0.7,16,0,0
2934,2000.0,0.16,0.13,0.36,0.04,0.7,16,9,9
2935,2015.0,0.21,0.18,0.22,0.08,0.7,17,0,0
2936,2002.0,0.34,0.27,0.0,0.09,0.7,16,8,8
2937,2010.0,0.38,0.26,0.0,0.06,0.7,28,10,10
2938,2008.0,0.64,0.0,0.0,0.05,0.7,17,10,10
2939,2004.0,0.37,0.14,0.17,0.01,0.7,6,1,1
2940,1994.0,0.0,0.0,0.7,0.0,0.7,23,7,7
2941,2005.0,0.5,0.18,0.0,0.01,0.7,6,4,4
2942,1981.0,0.65,0.04,0.0,0.01,0.69,0,0,0
2943,2014.0,0.38,0.26,0.0,0.06,0.69,28,10,10
2944,2014.0,0.28,0.31,0.05,0.05,0.69,2,0,0
2945,2009.0,0.42,0.21,0.0,0.06,0.69,28,0,0
2946,2007.0,0.26,0.01,0.26,0.17,0.69,19,0,0
2947,2010.0,0.47,0.17,0.0,0.05,0.69,26,0,0
2948,2007.0,0.54,0.1,0.0,0.06,0.69,28,0,0
2950,1997.0,0.39,0.26,0.0,0.05,0.69,15,6,6
2951,2005.0,0.54,0.13,0.0,0.02,0.69,29,8,8
2952,2015.0,0.25,0.33,0.0,0.11,0.69,17,1,1
2953,2005.0,0.58,0.02,0.0,0.09,0.69,16,0,0
2954,2006.0,0.64,0.0,0.0,0.05,0.69,19,6,6
2955,2014.0,0.24,0.33,0.0,0.12,0.69,17,0,0
2956,2004.0,0.5,0.18,0.0,0.01,0.69,6,3,3
2957,1984.0,0.0,0.0,0.69,0.0,0.69,11,4,4
2958,1993.0,0.0,0.0,0.69,0.0,0.69,23,10,10
2959,2003.0,0.53,0.14,0.0,0.02,0.69,7,2,2
2960,1998.0,0.38,0.26,0.0,0.05,0.69,15,10,10
2961,2010.0,0.52,0.09,0.01,0.07,0.69,17,4,4
2962,2013.0,0.0,0.2,0.42,0.07,0.69,17,0,0
2963,2013.0,0.22,0.38,0.0,0.1,0.69,13,0,0
2964,2002.0,0.53,0.14,0.0,0.02,0.69,7,0,0
2965,2011.0,0.2,0.36,0.0,0.13,0.69,17,6,6
2966,2003.0,0.53,0.14,0.0,0.02,0.69,7,0,0
2967,2015.0,0.01,0.61,0.02,0.04,0.69,2,3,3
2968,2007.0,0.55,0.08,0.0,0.06,0.69,28,6,6
2969,2008.0,0.25,0.2,0.18,0.06,0.69,28,7,7
2970,2013.0,0.28,0.35,0.0,0.06,0.69,4,4,4
2971,2011.0,0.27,0.32,0.0,0.1,0.69,13,9,9
2972,2004.0,0.34,0.26,0.0,0.09,0.68,16,7,7
2973,2004.0,0.49,0.18,0.0,0.01,0.68,6,0,0
2974,2014.0,0.39,0.23,0.0,0.06,0.68,30,8,8
2975,2012.0,0.34,0.0,0.33,0.02,0.68,26,0,0
2976,2009.0,0.6,0.03,0.0,0.05,0.68,26,0,0
2977,1997.0,0.38,0.26,0.0,0.04,0.68,15,0,0
2978,2011.0,0.32,0.13,0.18,0.04,0.68,26,7,7
2979,2003.0,0.62,0.04,0.0,0.02,0.68,29,10,10
2980,2008.0,0.32,0.25,0.0,0.11,0.68,17,0,0
2981,2015.0,0.21,0.36,0.0,0.11,0.68,18,0,0
2982,2007.0,0.26,0.29,0.02,0.12,0.68,17,4,4
2983,2004.0,0.63,0.02,0.0,0.03,0.68,29,10,10
2984,1997.0,0.38,0.26,0.0,0.04,0.68,15,2,2
2985,2013.0,0.26,0.33,0.03,0.06,0.68,27,4,4
2986,2003.0,0.53,0.14,0.0,0.02,0.68,7,2,2
2987,2005.0,0.57,0.02,0.0,0.09,0.68,16,0,0
2988,2007.0,0.21,0.11,0.28,0.08,0.68,19,10,10
2989,2014.0,0.22,0.3,0.04,0.12,0.68,18,0,0
2990,2010.0,0.32,0.0,0.34,0.02,0.68,4,7,7
2991,2005.0,0.54,0.11,0.0,0.03,0.68,29,0,0
2992,2014.0,0.22,0.33,0.0,0.13,0.68,18,8,8
2993,2016.0,0.39,0.23,0.0,0.06,0.68,30,8,8
2994,1998.0,0.25,0.17,0.22,0.04,0.68,15,2,2
2995,1998.0,0.15,0.1,0.38,0.04,0.68,15,7,7
2996,2015.0,0.3,0.33,0.0,0.06,0.68,30,6,6
2997,2007.0,0.63,0.01,0.0,0.05,0.68,4,6,6
2998,2005.0,0.29,0.38,0.0,0.01,0.68,29,10,10
2999,2009.0,0.19,0.43,0.0,0.05,0.68,4,1,1
3000,2006.0,0.55,0.04,0.04,0.05,0.68,26,8,8
3001,2004.0,0.51,0.15,0.0,0.02,0.68,29,2,2
3002,2006.0,0.28,0.22,0.11,0.07,0.68,16,6,6
3003,2008.0,0.0,0.59,0.0,0.09,0.68,13,7,7
3004,2002.0,0.23,0.18,0.2,0.06,0.68,16,7,7
3005,2011.0,0.59,0.04,0.0,0.04,0.68,26,3,3
3006,2008.0,0.35,0.22,0.01,0.1,0.68,17,0,0
3007,2004.0,0.33,0.26,0.0,0.09,0.68,16,3,3
3008,2008.0,0.13,0.52,0.0,0.02,0.67,4,3,3
3009,2007.0,0.33,0.24,0.0,0.11,0.67,17,8,8
3010,2007.0,0.22,0.01,0.42,0.02,0.67,4,7,7
3011,2003.0,0.49,0.16,0.0,0.02,0.67,29,8,8
3012,2013.0,0.45,0.17,0.0,0.05,0.67,30,6,6
3013,2012.0,0.26,0.21,0.11,0.09,0.67,17,0,0
3014,2007.0,0.2,0.34,0.0,0.13,0.67,17,8,8
3015,1998.0,0.37,0.25,0.0,0.04,0.67,15,10,10
3016,2010.0,0.4,0.22,0.0,0.06,0.67,4,1,1
3017,1996.0,0.37,0.25,0.0,0.04,0.67,15,8,8
3018,2006.0,0.35,0.22,0.0,0.1,0.67,17,9,9
3019,2004.0,0.46,0.18,0.0,0.03,0.67,29,2,2
3020,2014.0,0.33,0.28,0.0,0.06,0.67,30,8,8
3021,2010.0,0.49,0.13,0.0,0.05,0.67,26,10,10
3022,2006.0,0.0,0.0,0.67,0.0,0.67,4,3,3
3023,1998.0,0.37,0.25,0.0,0.04,0.67,15,0,0
3024,2005.0,0.48,0.17,0.0,0.02,0.67,29,8,8
3025,2002.0,0.22,0.17,0.23,0.06,0.67,16,9,9
3026,2008.0,0.27,0.32,0.0,0.07,0.67,26,6,6
3027,2008.0,0.0,0.0,0.67,0.0,0.67,26,3,3
3028,2015.0,0.2,0.42,0.0,0.05,0.67,13,7,7
3029,2005.0,0.16,0.36,0.0,0.14,0.67,19,10,10
3030,2014.0,0.24,0.31,0.01,0.11,0.67,18,0,0
3031,2007.0,0.22,0.28,0.0,0.16,0.67,19,0,0
3032,2011.0,0.44,0.16,0.0,0.07,0.67,13,7,7
3033,1999.0,0.19,0.13,0.31,0.04,0.67,15,7,7
3034,2008.0,0.0,0.66,0.0,0.01,0.67,26,10,10
3035,2010.0,0.42,0.18,0.01,0.05,0.67,28,0,0
3036,2013.0,0.28,0.3,0.0,0.08,0.67,13,8,8
3037,2015.0,0.23,0.33,0.0,0.11,0.67,18,1,1
3038,2008.0,0.18,0.41,0.0,0.08,0.67,26,5,5
3039,2010.0,0.4,0.21,0.01,0.05,0.67,4,9,9
3040,2008.0,0.3,0.29,0.01,0.07,0.67,26,0,0
3041,2010.0,0.56,0.06,0.0,0.05,0.67,26,3,3
3042,2008.0,0.01,0.64,0.0,0.02,0.67,13,11,11
3043,2003.0,0.33,0.25,0.0,0.09,0.67,16,4,4
3044,2006.0,0.33,0.2,0.0,0.14,0.67,19,2,2
3045,2010.0,0.0,0.58,0.0,0.09,0.67,4,3,3
3046,1981.0,0.63,0.03,0.0,0.01,0.67,0,0,0
3047,2007.0,0.33,0.05,0.25,0.04,0.67,4,1,1
3048,2012.0,0.51,0.11,0.0,0.05,0.67,28,10,10
3049,2014.0,0.25,0.26,0.05,0.11,0.67,17,8,8
3050,2010.0,0.01,0.53,0.0,0.12,0.67,13,9,9
3052,2006.0,0.0,0.0,0.66,0.0,0.66,4,3,3
3053,1999.0,0.37,0.25,0.0,0.04,0.66,15,9,9
3054,2004.0,0.49,0.15,0.0,0.02,0.66,29,10,10
3055,2008.0,0.31,0.24,0.01,0.1,0.66,17,10,10
3056,2014.0,0.35,0.23,0.03,0.06,0.66,27,0,0
3057,2007.0,0.55,0.02,0.0,0.09,0.66,16,10,10
3058,2003.0,0.32,0.25,0.0,0.08,0.66,16,10,10
3059,2007.0,0.26,0.01,0.13,0.26,0.66,16,2,2
3060,1998.0,0.37,0.25,0.0,0.04,0.66,15,10,10
3061,2001.0,0.37,0.25,0.0,0.04,0.66,15,7,7
3062,2002.0,0.32,0.25,0.0,0.08,0.66,16,10,10
3063,2003.0,0.48,0.16,0.0,0.02,0.66,29,0,0
3064,2006.0,0.55,0.02,0.0,0.09,0.66,16,11,11
3065,2009.0,0.51,0.1,0.0,0.06,0.66,28,10,10
3066,2000.0,0.0,0.0,0.66,0.0,0.66,16,10,10
3067,2005.0,0.52,0.13,0.0,0.02,0.66,7,4,4
3068,2012.0,0.0,0.0,0.66,0.0,0.66,26,5,5
3069,2003.0,0.0,0.0,0.64,0.02,0.66,6,7,7
3070,2004.0,0.47,0.18,0.0,0.01,0.66,6,1,1
3071,2013.0,0.14,0.38,0.0,0.14,0.66,17,4,4
3072,2013.0,0.35,0.24,0.0,0.07,0.66,13,3,3
3073,2004.0,0.32,0.25,0.0,0.08,0.66,16,2,2
3074,1998.0,0.37,0.25,0.0,0.04,0.66,15,7,7
3075,2010.0,0.02,0.52,0.0,0.12,0.66,13,11,11
3076,2010.0,0.06,0.03,0.55,0.02,0.66,17,0,0
3077,2007.0,0.28,0.02,0.33,0.03,0.66,4,4,4
3078,2010.0,0.27,0.25,0.0,0.14,0.66,19,0,0
3079,2003.0,0.43,0.2,0.0,0.03,0.66,7,9,9
3080,2008.0,0.34,0.22,0.0,0.1,0.66,17,10,10
3081,1982.0,0.62,0.04,0.0,0.01,0.66,0,0,0
3082,2013.0,0.15,0.35,0.0,0.16,0.66,20,0,0
3083,2008.0,0.29,0.14,0.19,0.04,0.66,26,11,11
3084,2002.0,0.47,0.17,0.0,0.01,0.66,6,0,0
3085,2004.0,0.17,0.13,0.3,0.05,0.66,16,7,7
3086,2010.0,0.03,0.0,0.62,0.0,0.66,19,0,0
3087,2004.0,0.47,0.17,0.0,0.01,0.66,6,4,4
3088,1998.0,0.12,0.08,0.41,0.04,0.66,15,3,3
3089,2005.0,0.49,0.14,0.0,0.02,0.66,29,8,8
3090,2009.0,0.5,0.08,0.0,0.08,0.66,19,10,10
3091,2007.0,0.23,0.27,0.0,0.16,0.66,19,0,0
3092,2007.0,0.0,0.0,0.66,0.0,0.66,4,3,3
3093,2015.0,0.09,0.44,0.03,0.09,0.66,18,6,6
3094,2008.0,0.33,0.25,0.0,0.07,0.66,28,3,3
3095,1998.0,0.36,0.25,0.0,0.04,0.66,15,10,10
3096,2014.0,0.38,0.22,0.0,0.06,0.65,27,0,0
3097,2012.0,0.33,0.22,0.0,0.1,0.65,17,10,10
3098,2008.0,0.24,0.0,0.0,0.41,0.65,16,0,0
3099,2008.0,0.32,0.22,0.01,0.1,0.65,17,11,11
3100,2014.0,0.35,0.25,0.0,0.05,0.65,30,0,0
3101,2008.0,0.35,0.23,0.0,0.07,0.65,28,10,10
3102,2005.0,0.18,0.14,0.29,0.05,0.65,16,7,7
3103,2003.0,0.41,0.11,0.12,0.02,0.65,7,6,6
3104,2005.0,0.32,0.25,0.0,0.08,0.65,16,4,4
3105,2008.0,0.29,0.22,0.0,0.14,0.65,19,4,4
3106,2004.0,0.25,0.09,0.3,0.01,0.65,6,4,4
3107,2009.0,0.31,0.28,0.0,0.07,0.65,4,0,0
3108,2002.0,0.32,0.25,0.0,0.08,0.65,16,6,6
3109,2009.0,0.56,0.04,0.0,0.05,0.65,26,0,0
3110,2005.0,0.47,0.17,0.0,0.01,0.65,6,3,3
3111,1999.0,0.02,0.01,0.58,0.04,0.65,15,7,7
3112,2009.0,0.45,0.14,0.0,0.06,0.65,4,5,5
3113,2014.0,0.58,0.0,0.0,0.07,0.65,18,10,10
3114,2009.0,0.39,0.2,0.0,0.06,0.65,28,10,10
3115,2003.0,0.47,0.17,0.0,0.01,0.65,6,11,11
3116,2008.0,0.31,0.03,0.27,0.03,0.65,4,7,7
3117,1998.0,0.36,0.25,0.0,0.04,0.65,15,8,8
3118,2003.0,0.19,0.15,0.26,0.05,0.65,16,7,7
3119,2007.0,0.0,0.5,0.0,0.15,0.65,16,3,3
3120,1987.0,0.6,0.04,0.0,0.01,0.65,0,0,0
3121,2005.0,0.32,0.25,0.0,0.08,0.65,16,7,7
3122,2005.0,0.54,0.02,0.0,0.09,0.65,16,0,0
3123,2007.0,0.0,0.05,0.0,0.6,0.65,16,3,3
3124,2000.0,0.36,0.24,0.0,0.04,0.65,15,1,1
3125,2007.0,0.35,0.18,0.0,0.12,0.65,19,6,6
3126,2010.0,0.5,0.11,0.0,0.05,0.65,26,3,3
3127,2012.0,0.23,0.15,0.2,0.07,0.65,17,2,2
3128,2007.0,0.2,0.14,0.22,0.09,0.65,19,7,7
3129,2002.0,0.0,0.0,0.65,0.0,0.65,16,11,11
3130,2014.0,0.26,0.23,0.05,0.1,0.65,17,7,7
3131,2011.0,0.39,0.2,0.0,0.06,0.65,26,3,3
3132,2008.0,0.0,0.0,0.65,0.0,0.65,4,3,3
3133,2010.0,0.17,0.04,0.4,0.03,0.65,17,0,0
3134,2013.0,0.17,0.39,0.0,0.09,0.64,13,8,8
3135,2007.0,0.6,0.0,0.0,0.05,0.64,4,9,9
3136,2009.0,0.13,0.07,0.0,0.44,0.64,16,0,0
3137,2004.0,0.46,0.17,0.0,0.01,0.64,6,4,4
3138,2014.0,0.35,0.24,0.0,0.05,0.64,30,7,7
3139,2004.0,0.32,0.25,0.0,0.08,0.64,16,4,4
3140,2007.0,0.25,0.25,0.0,0.15,0.64,19,0,0
3141,2013.0,0.2,0.31,0.0,0.13,0.64,17,8,8
3142,2004.0,0.32,0.25,0.0,0.08,0.64,16,4,4
3144,2003.0,0.47,0.15,0.0,0.02,0.64,29,8,8
3145,2010.0,0.49,0.09,0.01,0.05,0.64,28,2,2
3146,2004.0,0.54,0.02,0.0,0.09,0.64,16,8,8
3147,2016.0,0.54,0.04,0.0,0.07,0.64,30,10,10
3148,2008.0,0.31,0.17,0.07,0.09,0.64,17,8,8
3149,2012.0,0.36,0.23,0.0,0.05,0.64,28,11,11
3150,2011.0,0.23,0.35,0.0,0.06,0.64,2,4,4
3151,2016.0,0.25,0.29,0.0,0.1,0.64,18,0,0
3152,2004.0,0.43,0.19,0.0,0.02,0.64,29,8,8
3153,2003.0,0.31,0.24,0.0,0.08,0.64,16,4,4
3154,2007.0,0.25,0.32,0.0,0.07,0.64,28,6,6
3155,2005.0,0.57,0.04,0.0,0.03,0.64,29,10,10
3156,2011.0,0.23,0.33,0.0,0.09,0.64,13,0,0
3157,2006.0,0.55,0.04,0.0,0.05,0.64,28,0,0
3158,1999.0,0.48,0.15,0.0,0.01,0.64,10,8,8
3159,1999.0,0.44,0.1,0.04,0.05,0.64,10,4,4
3160,1999.0,0.4,0.22,0.0,0.02,0.64,10,4,4
3162,2009.0,0.37,0.21,0.0,0.06,0.64,28,0,0
3163,2002.0,0.29,0.33,0.0,0.01,0.64,29,8,8
3164,2006.0,0.15,0.12,0.34,0.04,0.64,16,0,0
3165,2010.0,0.17,0.2,0.2,0.07,0.64,17,7,7
3166,2009.0,0.41,0.17,0.0,0.06,0.64,4,4,4
3167,2007.0,0.07,0.43,0.0,0.14,0.64,17,6,6
3169,2012.0,0.26,0.2,0.09,0.1,0.64,20,0,0
3170,2002.0,0.46,0.17,0.0,0.01,0.64,6,3,3
3171,2010.0,0.23,0.09,0.27,0.05,0.64,17,7,7
3172,2009.0,0.25,0.28,0.0,0.11,0.64,17,8,8
3173,2005.0,0.31,0.24,0.0,0.08,0.64,16,3,3
3174,2015.0,0.22,0.32,0.0,0.1,0.64,18,0,0
3175,2010.0,0.07,0.42,0.0,0.14,0.64,17,3,3
3176,1998.0,0.59,0.04,0.0,0.01,0.64,10,6,6
3177,2000.0,0.6,0.03,0.0,0.01,0.64,10,10,10
3178,2007.0,0.56,0.02,0.01,0.05,0.64,17,10,10
3179,2013.0,0.46,0.12,0.0,0.05,0.64,28,8,8
3180,2007.0,0.2,0.26,0.11,0.06,0.64,26,6,6
3181,2008.0,0.45,0.1,0.04,0.05,0.64,26,0,0
3182,2004.0,0.31,0.24,0.0,0.08,0.64,16,4,4
3183,2014.0,0.2,0.33,0.01,0.1,0.64,17,0,0
3184,2009.0,0.59,0.0,0.0,0.04,0.64,26,3,3
3185,2010.0,0.36,0.21,0.01,0.06,0.63,26,8,8
3186,2005.0,0.53,0.02,0.0,0.09,0.63,16,7,7
3187,1997.0,0.35,0.24,0.0,0.04,0.63,15,0,0
3188,2009.0,0.08,0.12,0.0,0.44,0.63,16,3,3
3189,2014.0,0.41,0.16,0.0,0.06,0.63,28,3,3
3190,2013.0,0.01,0.45,0.03,0.15,0.63,17,6,6
3191,2007.0,0.22,0.34,0.0,0.07,0.63,28,6,6
3192,2001.0,0.41,0.19,0.0,0.03,0.63,29,10,10
3193,1999.0,0.35,0.24,0.0,0.04,0.63,15,11,11
3194,2002.0,0.2,0.4,0.0,0.04,0.63,29,10,10
3195,2009.0,0.43,0.14,0.0,0.06,0.63,28,0,0
3197,2005.0,0.53,0.02,0.0,0.09,0.63,16,6,6
3198,2006.0,0.3,0.23,0.01,0.1,0.63,17,10,10
3199,2004.0,0.45,0.17,0.0,0.01,0.63,6,9,9
3200,2011.0,0.3,0.23,0.0,0.09,0.63,17,0,0
3201,2009.0,0.28,0.24,0.0,0.1,0.63,17,3,3
3202,2008.0,0.46,0.09,0.0,0.09,0.63,19,0,0
3203,2012.0,0.0,0.0,0.63,0.0,0.63,2,3,3
3204,2009.0,0.21,0.35,0.0,0.07,0.63,4,0,0
3205,1998.0,0.49,0.13,0.0,0.01,0.63,10,4,4
3206,1991.0,0.32,0.05,0.25,0.01,0.63,23,4,4
3207,2010.0,0.49,0.09,0.0,0.04,0.63,26,3,3
3208,2012.0,0.38,0.2,0.0,0.05,0.63,2,0,0
3209,2008.0,0.38,0.19,0.0,0.06,0.63,28,0,0
3210,2007.0,0.58,0.0,0.0,0.05,0.63,26,10,10
3211,2003.0,0.0,0.0,0.63,0.0,0.63,16,2,2
3212,2011.0,0.33,0.21,0.0,0.09,0.63,17,3,3
3213,2010.0,0.54,0.05,0.0,0.04,0.63,4,8,8
3214,2015.0,0.23,0.29,0.01,0.1,0.63,18,0,0
3215,2002.0,0.12,0.09,0.38,0.03,0.63,16,4,4
3216,2009.0,0.43,0.05,0.0,0.14,0.63,26,8,8
3217,1982.0,0.58,0.04,0.0,0.01,0.63,0,0,0
3218,2009.0,0.34,0.23,0.0,0.06,0.63,28,8,8
3220,2011.0,0.4,0.23,0.0,0.0,0.63,13,9,9
3221,2014.0,0.24,0.34,0.0,0.05,0.63,30,6,6
3222,2009.0,0.31,0.25,0.0,0.06,0.63,4,11,11
3223,2016.0,0.0,0.0,0.63,0.0,0.63,2,7,7
3224,2012.0,0.2,0.37,0.0,0.06,0.63,28,6,6
3225,2007.0,0.22,0.2,0.16,0.05,0.63,16,7,7
3226,2001.0,0.31,0.24,0.0,0.08,0.63,16,10,10
3227,2009.0,0.18,0.06,0.34,0.04,0.63,19,7,7
3228,1997.0,0.0,0.0,0.59,0.04,0.63,15,7,7
3229,2011.0,0.4,0.17,0.0,0.05,0.63,28,10,10
3230,2006.0,0.11,0.03,0.15,0.34,0.63,16,0,0
3231,2000.0,0.35,0.24,0.0,0.04,0.63,15,10,10
3232,2009.0,0.41,0.16,0.0,0.05,0.63,26,9,9
3233,2015.0,0.35,0.22,0.0,0.06,0.63,30,0,0
3234,2009.0,0.22,0.27,0.01,0.11,0.63,17,8,8
3235,2009.0,0.26,0.29,0.0,0.07,0.63,4,6,6
3236,2000.0,0.35,0.24,0.0,0.04,0.63,15,4,4
3237,2002.0,0.48,0.13,0.0,0.02,0.63,7,3,3
3238,1993.0,0.3,0.0,0.32,0.0,0.62,23,11,11
3239,1995.0,0.0,0.0,0.62,0.0,0.62,21,8,8
3241,2005.0,0.4,0.2,0.0,0.03,0.62,29,10,10
3242,1996.0,0.35,0.24,0.0,0.04,0.62,15,2,2
3243,2010.0,0.3,0.26,0.0,0.06,0.62,28,0,0
3244,2010.0,0.21,0.22,0.11,0.09,0.62,17,8,8
3245,2002.0,0.16,0.13,0.29,0.04,0.62,16,7,7
3246,1997.0,0.35,0.24,0.0,0.04,0.62,15,10,10
3247,2009.0,0.22,0.23,0.08,0.09,0.62,17,7,7
3248,2006.0,0.48,0.13,0.0,0.02,0.62,7,10,10
3249,2014.0,0.15,0.42,0.0,0.05,0.62,13,8,8
3250,1982.0,0.58,0.03,0.0,0.01,0.62,0,8,8
3251,2003.0,0.47,0.13,0.0,0.02,0.62,29,10,10
3252,2011.0,0.29,0.28,0.0,0.06,0.62,2,0,0
3253,2014.0,0.1,0.23,0.22,0.08,0.62,17,10,10
3254,2015.0,0.36,0.2,0.0,0.06,0.62,30,8,8
3255,2004.0,0.3,0.24,0.0,0.08,0.62,16,4,4
3256,2013.0,0.26,0.2,0.07,0.09,0.62,17,0,0
3257,2011.0,0.0,0.04,0.57,0.01,0.62,17,0,0
3258,2008.0,0.35,0.21,0.0,0.06,0.62,4,1,1
3259,2003.0,0.38,0.1,0.12,0.02,0.62,7,0,0
3260,2004.0,0.37,0.22,0.0,0.03,0.62,6,9,9
3261,1999.0,0.4,0.2,0.0,0.02,0.62,10,6,6
3262,2012.0,0.17,0.34,0.02,0.09,0.62,20,10,10
3263,2000.0,0.34,0.23,0.0,0.04,0.62,15,4,4
3264,2010.0,0.58,0.0,0.0,0.04,0.62,4,3,3
3265,2004.0,0.3,0.24,0.0,0.08,0.62,16,10,10
3266,2007.0,0.57,0.01,0.0,0.04,0.62,26,0,0
3267,2014.0,0.14,0.14,0.27,0.06,0.62,17,0,0
3268,1982.0,0.58,0.03,0.0,0.01,0.62,0,0,0
3269,2011.0,0.27,0.18,0.09,0.08,0.62,17,2,2
3270,2009.0,0.25,0.23,0.0,0.14,0.62,19,2,2
3271,1999.0,0.21,0.14,0.23,0.04,0.62,15,10,10
3272,2004.0,0.3,0.24,0.0,0.08,0.62,16,6,6
3273,1995.0,0.0,0.0,0.62,0.0,0.62,5,5,5
3274,2003.0,0.48,0.12,0.0,0.02,0.62,7,3,3
3275,2014.0,0.34,0.17,0.0,0.11,0.62,18,3,3
3276,1996.0,0.0,0.0,0.62,0.0,0.62,21,2,2
3277,1996.0,0.0,0.0,0.62,0.0,0.62,23,7,7
3278,2008.0,0.29,0.26,0.0,0.07,0.62,28,4,4
3279,1998.0,0.59,0.03,0.0,0.0,0.62,13,0,0
3280,2012.0,0.0,0.0,0.62,0.0,0.62,2,1,1
3281,2011.0,0.0,0.0,0.62,0.0,0.62,4,7,7
3282,1998.0,0.59,0.02,0.0,0.0,0.62,10,10,10
3283,2001.0,0.0,0.0,0.58,0.04,0.62,15,11,11
3284,2006.0,0.0,0.57,0.04,0.0,0.61,17,6,6
3285,2009.0,0.33,0.13,0.11,0.04,0.61,26,7,7
3286,2008.0,0.56,0.0,0.0,0.05,0.61,17,10,10
3287,2008.0,0.0,0.04,0.0,0.57,0.61,16,3,3
3288,2015.0,0.35,0.15,0.0,0.11,0.61,18,10,10
3289,2014.0,0.21,0.29,0.01,0.11,0.61,18,8,8
3290,2002.0,0.46,0.13,0.0,0.02,0.61,29,10,10
3291,2006.0,0.02,0.02,0.57,0.01,0.61,16,0,0
3292,2013.0,0.12,0.11,0.34,0.05,0.61,17,0,0
3293,2010.0,0.39,0.18,0.0,0.05,0.61,26,3,3
3294,2005.0,0.44,0.16,0.0,0.01,0.61,6,3,3
3295,2002.0,0.3,0.23,0.0,0.08,0.61,16,8,8
3296,2004.0,0.44,0.16,0.0,0.01,0.61,6,4,4
3297,2010.0,0.35,0.21,0.0,0.05,0.61,26,3,3
3298,2009.0,0.46,0.1,0.0,0.05,0.61,28,10,10
3299,2013.0,0.33,0.23,0.0,0.05,0.61,27,3,3
3300,2011.0,0.5,0.07,0.0,0.04,0.61,2,9,9
3301,2004.0,0.44,0.16,0.0,0.01,0.61,6,3,3
3302,2003.0,0.3,0.23,0.0,0.08,0.61,16,8,8
3303,2010.0,0.58,0.0,0.0,0.03,0.61,26,10,10
3304,2007.0,0.0,0.0,0.61,0.0,0.61,4,3,3
3305,2010.0,0.09,0.44,0.0,0.07,0.61,28,10,10
3306,2008.0,0.24,0.17,0.14,0.05,0.61,26,4,4
3307,1998.0,0.34,0.23,0.0,0.04,0.61,15,4,4
3308,2011.0,0.09,0.07,0.42,0.03,0.61,17,8,8
3309,2008.0,0.31,0.24,0.0,0.06,0.61,4,9,9
3310,2005.0,0.37,0.21,0.0,0.03,0.61,29,8,8
3311,1997.0,0.34,0.23,0.0,0.04,0.61,15,8,8
3312,2010.0,0.47,0.09,0.01,0.04,0.61,26,3,3
3313,2009.0,0.18,0.27,0.0,0.15,0.61,19,4,4
3314,2008.0,0.56,0.0,0.0,0.05,0.61,28,10,10
3315,2007.0,0.33,0.03,0.21,0.03,0.61,4,9,9
3316,2009.0,0.56,0.0,0.0,0.05,0.61,28,10,10
3317,2008.0,0.56,0.0,0.0,0.05,0.61,4,9,9
3318,2010.0,0.32,0.23,0.0,0.06,0.61,28,6,6
3319,2005.0,0.27,0.1,0.22,0.01,0.61,6,7,7
3320,2002.0,0.44,0.16,0.0,0.01,0.61,6,10,10
3321,1999.0,0.34,0.23,0.0,0.04,0.61,15,0,0
3322,2005.0,0.44,0.16,0.0,0.01,0.61,6,0,0
3323,2004.0,0.44,0.16,0.0,0.01,0.61,6,0,0
3324,2001.0,0.47,0.12,0.0,0.02,0.61,7,10,10
3325,2009.0,0.33,0.21,0.0,0.06,0.61,26,3,3
3326,2008.0,0.37,0.16,0.01,0.06,0.61,26,3,3
3327,2001.0,0.43,0.16,0.0,0.01,0.61,6,0,0
3328,1999.0,0.58,0.02,0.0,0.0,0.61,10,10,10
